COMUNA,TIPO_DELITO,DIA_SEMANA,BLOQUE_HORARIO,NIVEL_RIESGO,CONFIANZA_PREDICCION,PROBABILIDAD_ALTO,PROBABILIDAD_MEDIO,PROBABILIDAD_BAJO,DELITOS_HISTORICOS
Comuna Corregimiento 2,VIOLENCIA INTRAFAMILIAR,martes,TARDE,BAJO,0.873596758311244,0.0,0.1264032416887562,0.873596758311244,5.0
Comuna Corregimiento 2,VIOLENCIA INTRAFAMILIAR,martes,NOCHE,BAJO,0.9256923716551221,0.0035459377372817004,0.07076169060759625,0.9256923716551221,4.0
Comuna Corregimiento 2,VIOLENCIA INTRAFAMILIAR,miércoles,MADRUGADA,BAJO,0.9110064950566974,0.0,0.08899350494330267,0.9110064950566974,1.0
Comuna Corregimiento 2,VIOLENCIA INTRAFAMILIAR,miércoles,MAÑANA,BAJO,0.805460105935728,0.002247458477301158,0.19229243558697054,0.805460105935728,5.0
Comuna Corregimiento 2,VIOLENCIA INTRAFAMILIAR,miércoles,TARDE,ALTO,0.6709578328794166,0.6709578328794166,0.2563323124624365,0.07270985465814689,0.0
Comuna Corregimiento 2,VIOLENCIA INTRAFAMILIAR,miércoles,NOCHE,ALTO,0.6749162928564627,0.6749162928564627,0.24178024671294027,0.08330346043059687,0.0
Comuna Corregimiento 2,VIOLENCIA INTRAFAMILIAR,jueves,MADRUGADA,ALTO,0.5736560618225643,0.5736560618225643,0.3378777024508611,0.08846623572657468,0.0
Comuna Corregimiento 2,VIOLENCIA INTRAFAMILIAR,jueves,MAÑANA,BAJO,0.8228607232936734,0.0015079042390438175,0.17563137246728247,0.8228607232936734,2.0
Comuna Corregimiento 2,VIOLENCIA INTRAFAMILIAR,jueves,TARDE,BAJO,0.8279102405697641,0.0028974269339470528,0.16919233249628862,0.8279102405697641,4.0
Comuna Corregimiento 2,VIOLENCIA INTRAFAMILIAR,jueves,NOCHE,BAJO,0.880281212378328,0.017981518391369727,0.10173726923030234,0.880281212378328,1.0
Comuna Corregimiento 2,VIOLENCIA INTRAFAMILIAR,viernes,MADRUGADA,ALTO,0.5780807237737924,0.5780807237737924,0.31464737804256265,0.10727189818364483,0.0
Comuna Corregimiento 2,VIOLENCIA INTRAFAMILIAR,viernes,MAÑANA,BAJO,0.870398639437999,0.006818898277758833,0.12278246228424193,0.870398639437999,3.0
Comuna Corregimiento 2,VIOLENCIA INTRAFAMILIAR,viernes,TARDE,BAJO,0.9524594417987324,0.0,0.04754055820126743,0.9524594417987324,1.0
Comuna Corregimiento 2,VIOLENCIA INTRAFAMILIAR,viernes,NOCHE,ALTO,0.6807721675340861,0.6807721675340861,0.2262888058150695,0.09293902665084429,0.0
Comuna Corregimiento 2,VIOLENCIA INTRAFAMILIAR,sábado,MADRUGADA,ALTO,0.5836515214353921,0.5836515214353921,0.31944136488647434,0.09690711367813344,0.0
Comuna Corregimiento 2,VIOLENCIA INTRAFAMILIAR,sábado,MAÑANA,BAJO,0.8247745935133034,0.00724845177315026,0.16797695471354604,0.8247745935133034,3.0
Comuna Corregimiento 2,VIOLENCIA INTRAFAMILIAR,sábado,TARDE,BAJO,0.8931300834256946,0.0008296691597548979,0.10604024741455038,0.8931300834256946,6.0
Comuna Corregimiento 2,VIOLENCIA INTRAFAMILIAR,sábado,NOCHE,BAJO,0.8999262888300964,0.0014214920314610546,0.09865221913844234,0.8999262888300964,2.0
Comuna Corregimiento 2,VIOLENCIA INTRAFAMILIAR,domingo,MADRUGADA,BAJO,0.7625170476175637,0.023558593284314686,0.21392435909812146,0.7625170476175637,1.0
Comuna Corregimiento 2,VIOLENCIA INTRAFAMILIAR,domingo,MAÑANA,ALTO,0.6589164760519435,0.6589164760519435,0.27843788986456597,0.0626456340834903,0.0
Comuna Corregimiento 2,VIOLENCIA INTRAFAMILIAR,domingo,TARDE,ALTO,0.6381834431797452,0.6381834431797452,0.29695768016601154,0.06485887665424325,0.0
Comuna Corregimiento 2,VIOLENCIA INTRAFAMILIAR,domingo,NOCHE,BAJO,0.7944093337202308,0.014492528250677874,0.19109813802909112,0.7944093337202308,4.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,lunes,MADRUGADA,BAJO,0.9554123746932229,0.0,0.044587625306776964,0.9554123746932229,2.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,lunes,MAÑANA,BAJO,0.954766262490641,0.0021347759290077286,0.04309896158035133,0.954766262490641,2.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,lunes,TARDE,BAJO,0.9244860595663056,0.0,0.07551394043369405,0.9244860595663056,2.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,lunes,NOCHE,BAJO,0.9787522582735361,0.0,0.021247741726464008,0.9787522582735361,1.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,martes,MADRUGADA,BAJO,0.9444750311992898,0.0,0.05552496880071016,0.9444750311992898,2.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,martes,MAÑANA,BAJO,0.9185437563902876,0.0,0.08145624360971247,0.9185437563902876,3.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,martes,TARDE,ALTO,0.4313219543272562,0.4313219543272562,0.3861903622021892,0.18248768347055447,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,martes,NOCHE,ALTO,0.44723952603430156,0.44723952603430156,0.3663805701159824,0.1863799038497158,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,miércoles,MADRUGADA,MEDIO,0.3866257229683058,0.35326856982538474,0.3866257229683058,0.2601057072063096,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,miércoles,MAÑANA,ALTO,0.44838313456878576,0.44838313456878576,0.4013946167098036,0.15022224872141043,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,miércoles,TARDE,BAJO,0.9059353813925434,0.0,0.09406461860745642,0.9059353813925434,1.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,miércoles,NOCHE,BAJO,0.9268701810677815,0.0,0.0731298189322182,0.9268701810677815,2.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,jueves,MADRUGADA,MEDIO,0.3721031345048413,0.364639978634887,0.3721031345048413,0.2632568868602718,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,jueves,MAÑANA,BAJO,0.9190438939211042,0.0,0.0809561060788958,0.9190438939211042,1.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,jueves,TARDE,BAJO,0.8940042454920644,0.0,0.10599575450793547,0.8940042454920644,1.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,jueves,NOCHE,ALTO,0.44215040229400243,0.44215040229400243,0.3817826538170443,0.1760669438889532,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,viernes,MADRUGADA,MEDIO,0.3927155180133163,0.36879376168428357,0.3927155180133163,0.23849072030240023,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,viernes,MAÑANA,BAJO,0.8005064206697153,0.001276661289296958,0.1982169180409876,0.8005064206697153,1.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,viernes,TARDE,ALTO,0.4266746568818878,0.4266746568818878,0.4165849966345435,0.15674034648356852,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,viernes,NOCHE,ALTO,0.43897643920421425,0.43897643920421425,0.3999652836203362,0.1610582771754494,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,sábado,MADRUGADA,BAJO,0.9626817471442954,0.0,0.03731825285570419,0.9626817471442954,1.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,sábado,MAÑANA,ALTO,0.4454973424640722,0.4454973424640722,0.40505329630621495,0.14944936122971275,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,sábado,TARDE,ALTO,0.42992500219359436,0.42992500219359436,0.3904368029247759,0.1796381948816296,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,sábado,NOCHE,ALTO,0.44319983642087235,0.44319983642087235,0.38002589113902724,0.17677427244010027,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,domingo,MADRUGADA,BAJO,0.9700367681275419,0.0,0.02996323187245805,0.9700367681275419,1.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,domingo,MAÑANA,BAJO,0.9388711049589757,0.0,0.06112889504102423,0.9388711049589757,5.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,domingo,TARDE,MEDIO,0.40167829303266844,0.401469838203969,0.40167829303266844,0.19685186876336253,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA LIBERTAD,domingo,NOCHE,BAJO,0.9691466054263419,0.0,0.030853394573658165,0.9691466054263419,3.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,lunes,MADRUGADA,ALTO,0.38878200938368174,0.38878200938368174,0.3351204988860777,0.2760974917302405,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,lunes,MAÑANA,ALTO,0.45648499130384984,0.45648499130384984,0.38531569090640355,0.15819931778974647,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,lunes,TARDE,ALTO,0.42835593094106433,0.42835593094106433,0.379571464064634,0.19207260499430143,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,lunes,NOCHE,ALTO,0.4442735026481098,0.4442735026481098,0.3603103307751176,0.1954161665767726,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,martes,MADRUGADA,ALTO,0.3677663348943729,0.3677663348943729,0.36191345897516186,0.2703202061304652,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,martes,MAÑANA,ALTO,0.4543586754564196,0.4543586754564196,0.3986390691413433,0.147002255402237,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,martes,TARDE,ALTO,0.4313219543272562,0.4313219543272562,0.3861903622021892,0.18248768347055447,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,martes,NOCHE,ALTO,0.44723952603430156,0.44723952603430156,0.3663805701159824,0.1863799038497158,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,miércoles,MADRUGADA,MEDIO,0.3866257229683058,0.35326856982538474,0.3866257229683058,0.2601057072063096,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,miércoles,MAÑANA,ALTO,0.44838313456878576,0.44838313456878576,0.4013946167098036,0.15022224872141043,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,miércoles,TARDE,ALTO,0.42625481644959656,0.42625481644959656,0.3915091082944315,0.18223607525597182,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,miércoles,NOCHE,ALTO,0.44392745850241233,0.44392745850241233,0.3721140827290227,0.1839584587685647,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,jueves,MADRUGADA,MEDIO,0.3697954165643178,0.364639978634887,0.3697954165643178,0.26556460480079536,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,jueves,MAÑANA,ALTO,0.4518929617655468,0.4518929617655468,0.4027766341097005,0.14533040412475262,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,jueves,TARDE,ALTO,0.42731056440250015,0.42731056440250015,0.3927913481893626,0.17989808740813715,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,jueves,NOCHE,ALTO,0.44215040229400243,0.44215040229400243,0.37947493587652076,0.17837466182947673,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,viernes,MADRUGADA,MEDIO,0.3927155180133163,0.36879376168428357,0.3927155180133163,0.23849072030240023,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,viernes,MAÑANA,ALTO,0.439131214996718,0.439131214996718,0.4327043788109134,0.12816440619236855,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,viernes,TARDE,ALTO,0.4266746568818878,0.4266746568818878,0.4165849966345435,0.15674034648356852,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,viernes,NOCHE,ALTO,0.43897643920421425,0.43897643920421425,0.3999652836203362,0.1610582771754494,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,sábado,MADRUGADA,MEDIO,0.37076732353592734,0.36426866657718293,0.37076732353592734,0.26496400988688984,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,sábado,MAÑANA,ALTO,0.4454973424640722,0.4454973424640722,0.40505329630621495,0.14944936122971275,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,sábado,TARDE,ALTO,0.42992500219359436,0.42992500219359436,0.3904368029247759,0.1796381948816296,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,sábado,NOCHE,ALTO,0.44319983642087235,0.44319983642087235,0.38002589113902724,0.17677427244010027,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,domingo,MADRUGADA,ALTO,0.3618421826004537,0.3618421826004537,0.34557285922214476,0.29258495817740154,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,domingo,MAÑANA,ALTO,0.4226495690281444,0.4226495690281444,0.4099935168228188,0.16735691414903672,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,domingo,TARDE,MEDIO,0.40167829303266844,0.401469838203969,0.40167829303266844,0.19685186876336253,0.0
Comuna Corregimiento 3,DELITOS CONTRA LA SEGURIDAD PUBLICA,domingo,NOCHE,ALTO,0.41738740991101436,0.41738740991101436,0.3926381395555122,0.18997445053347342,0.0
Comuna Corregimiento 3,DELITOS SEXUALES,lunes,MADRUGADA,BAJO,0.9775959196256561,0.0,0.022404080374343917,0.9775959196256561,1.0
Comuna Corregimiento 3,DELITOS SEXUALES,lunes,MAÑANA,BAJO,0.9695772932533038,0.0021347759290077286,0.028287930817688465,0.9695772932533038,1.0
Comuna Corregimiento 3,DELITOS SEXUALES,lunes,TARDE,BAJO,0.9641449636950459,0.0,0.0358550363049539,0.9641449636950459,1.0
Comuna Corregimiento 3,DELITOS SEXUALES,lunes,NOCHE,BAJO,0.9902222422296503,0.0,0.009777757770349796,0.9902222422296503,2.0
Comuna Corregimiento 3,DELITOS SEXUALES,martes,MADRUGADA,BAJO,0.9767980094869827,0.0,0.023201990513017162,0.9767980094869827,3.0
Comuna Corregimiento 3,DELITOS SEXUALES,martes,MAÑANA,BAJO,0.9853203042731554,0.0,0.014679695726844409,0.9853203042731554,2.0
Comuna Corregimiento 3,DELITOS SEXUALES,martes,TARDE,ALTO,0.4322773641464772,0.4322773641464772,0.4161568579441781,0.1515657779093444,0.0
Comuna Corregimiento 3,DELITOS SEXUALES,martes,NOCHE,ALTO,0.4481949358535226,0.4481949358535226,0.39756052689783994,0.1542445372486373,0.0
Comuna Corregimiento 3,DELITOS SEXUALES,miércoles,MADRUGADA,BAJO,0.9840543175415272,0.0,0.015945682458472693,0.9840543175415272,1.0
Comuna Corregimiento 3,DELITOS SEXUALES,miércoles,MAÑANA,ALTO,0.446248358639778,0.446248358639778,0.42401252852223537,0.12973911283798642,0.0
Comuna Corregimiento 3,DELITOS SEXUALES,miércoles,TARDE,BAJO,0.9787520627454559,0.0,0.021247937254543943,0.9787520627454559,2.0
Comuna Corregimiento 3,DELITOS SEXUALES,miércoles,NOCHE,BAJO,0.9532709977309838,0.0,0.04672900226901621,0.9532709977309838,4.0
Comuna Corregimiento 3,DELITOS SEXUALES,jueves,MADRUGADA,MEDIO,0.3925438391727034,0.36250520270587927,0.3925438391727034,0.24495095812141743,0.0
Comuna Corregimiento 3,DELITOS SEXUALES,jueves,MAÑANA,ALTO,0.44975818583653904,0.44975818583653904,0.42259330783148114,0.12764850633197972,0.0
Comuna Corregimiento 3,DELITOS SEXUALES,jueves,TARDE,BAJO,0.9639302426987917,0.0,0.03606975730120818,0.9639302426987917,1.0
Comuna Corregimiento 3,DELITOS SEXUALES,jueves,NOCHE,BAJO,0.9809323651467986,0.0,0.019067634853201468,0.9809323651467986,1.0
Comuna Corregimiento 3,DELITOS SEXUALES,viernes,MADRUGADA,BAJO,0.9688153928257119,0.0,0.031184607174287945,0.9688153928257119,1.0
Comuna Corregimiento 3,DELITOS SEXUALES,viernes,MAÑANA,MEDIO,0.4509054133791181,0.439131214996718,0.4509054133791181,0.10996337162416385,0.0
Comuna Corregimiento 3,DELITOS SEXUALES,viernes,TARDE,BAJO,0.9600444163311103,0.0,0.039955583668889794,0.9600444163311103,2.0
Comuna Corregimiento 3,DELITOS SEXUALES,viernes,NOCHE,ALTO,0.44206662495244303,0.44206662495244303,0.4338612792442171,0.12407209580333972,0.0
Comuna Corregimiento 3,DELITOS SEXUALES,sábado,MADRUGADA,MEDIO,0.3929903739657409,0.36426866657718293,0.3929903739657409,0.24274095945707636,0.0
Comuna Corregimiento 3,DELITOS SEXUALES,sábado,MAÑANA,BAJO,0.860255007424299,0.0,0.13974499257570103,0.860255007424299,5.0
Comuna Corregimiento 3,DELITOS SEXUALES,sábado,TARDE,BAJO,0.9279120374403802,0.002964687317672103,0.06912327524194768,0.9279120374403802,1.0
Comuna Corregimiento 3,DELITOS SEXUALES,sábado,NOCHE,BAJO,0.8901993833247568,0.0,0.10980061667524332,0.8901993833247568,2.0
Comuna Corregimiento 3,DELITOS SEXUALES,domingo,MADRUGADA,BAJO,0.9705763847236669,0.0,0.029423615276333113,0.9705763847236669,2.0
Comuna Corregimiento 3,DELITOS SEXUALES,domingo,MAÑANA,BAJO,0.9618145086320782,0.0,0.03818549136792184,0.9618145086320782,2.0
Comuna Corregimiento 3,DELITOS SEXUALES,domingo,TARDE,BAJO,0.9837780117738523,0.0,0.016221988226147753,0.9837780117738523,3.0
Comuna Corregimiento 3,DELITOS SEXUALES,domingo,NOCHE,BAJO,0.9866848508160385,0.0,0.013315149183961433,0.9866848508160385,4.0
Comuna Corregimiento 3,HOMICIDIOS,lunes,MADRUGADA,ALTO,0.3823131488207827,0.3823131488207827,0.2619845785189221,0.3557022726602952,0.0
Comuna Corregimiento 3,HOMICIDIOS,lunes,MAÑANA,ALTO,0.4445078062531177,0.4445078062531177,0.2808399470979528,0.27465224664892957,0.0
Comuna Corregimiento 3,HOMICIDIOS,lunes,TARDE,ALTO,0.4257264581280844,0.4257264581280844,0.2761540492200982,0.29811949265181736,0.0
Comuna Corregimiento 3,HOMICIDIOS,lunes,NOCHE,BAJO,0.977890434557549,0.00011495998056993603,0.021994605461881245,0.977890434557549,1.0
Comuna Corregimiento 3,HOMICIDIOS,martes,MADRUGADA,BAJO,0.9784785726822546,0.0,0.021521427317745402,0.9784785726822546,1.0
Comuna Corregimiento 3,HOMICIDIOS,martes,MAÑANA,ALTO,0.4467552943546513,0.4467552943546513,0.28276196923978425,0.27048273640556453,0.0
Comuna Corregimiento 3,HOMICIDIOS,martes,TARDE,ALTO,0.43106413197784677,0.43106413197784677,0.2721655465082624,0.29677032151389077,0.0
Comuna Corregimiento 3,HOMICIDIOS,martes,NOCHE,ALTO,0.44698170368489215,0.44698170368489215,0.2770554632626776,0.2759628330524302,0.0
Comuna Corregimiento 3,HOMICIDIOS,miércoles,MADRUGADA,BAJO,0.36008885152329667,0.3503071476178924,0.28960400085881083,0.36008885152329667,0.0
Comuna Corregimiento 3,HOMICIDIOS,miércoles,MAÑANA,BAJO,0.9739885109131337,0.0,0.026011489086866436,0.9739885109131337,4.0
Comuna Corregimiento 3,HOMICIDIOS,miércoles,TARDE,ALTO,0.4281682323592233,0.4281682323592233,0.29077416432465475,0.2810576033161219,0.0
Comuna Corregimiento 3,HOMICIDIOS,miércoles,NOCHE,BAJO,0.9769621787016538,0.00011495998056993603,0.022922861317776353,0.9769621787016538,1.0
Comuna Corregimiento 3,HOMICIDIOS,jueves,MADRUGADA,ALTO,0.362010505821907,0.362010505821907,0.28550280134806266,0.3524866928300303,0.0
Comuna Corregimiento 3,HOMICIDIOS,jueves,MAÑANA,ALTO,0.444306289089923,0.444306289089923,0.28558825931113824,0.2701054515989388,0.0
Comuna Corregimiento 3,HOMICIDIOS,jueves,TARDE,BAJO,0.9957786246468103,0.0,0.00422137535318958,0.9957786246468103,1.0
Comuna Corregimiento 3,HOMICIDIOS,jueves,NOCHE,ALTO,0.4395209294810225,0.4395209294810225,0.30816678313054063,0.2523122873884369,0.0
Comuna Corregimiento 3,HOMICIDIOS,viernes,MADRUGADA,ALTO,0.36879376168428357,0.36879376168428357,0.2792364790046016,0.3519697593111148,0.0
Comuna Corregimiento 3,HOMICIDIOS,viernes,MAÑANA,ALTO,0.4361184735252836,0.4361184735252836,0.2946039473573444,0.2692775791173719,0.0
Comuna Corregimiento 3,HOMICIDIOS,viernes,TARDE,ALTO,0.42974979681557074,0.42974979681557074,0.30134845641006813,0.2689017467743611,0.0
Comuna Corregimiento 3,HOMICIDIOS,viernes,NOCHE,BAJO,0.9732364996610349,0.00011495998056993603,0.026648540358395124,0.9732364996610349,2.0
Comuna Corregimiento 3,HOMICIDIOS,sábado,MADRUGADA,BAJO,0.9794680635266323,0.0,0.020531936473367495,0.9794680635266323,1.0
Comuna Corregimiento 3,HOMICIDIOS,sábado,MAÑANA,ALTO,0.44081632087272754,0.44081632087272754,0.28103931562564455,0.27814436350162786,0.0
Comuna Corregimiento 3,HOMICIDIOS,sábado,TARDE,BAJO,0.9734437342724529,0.0,0.026556265727546928,0.9734437342724529,1.0
Comuna Corregimiento 3,HOMICIDIOS,sábado,NOCHE,BAJO,0.9476568389490738,0.0014878105124325558,0.05085535053849354,0.9476568389490738,1.0
Comuna Corregimiento 3,HOMICIDIOS,domingo,MADRUGADA,ALTO,0.3618421826004537,0.3618421826004537,0.29957408173892797,0.33858373566061833,0.0
Comuna Corregimiento 3,HOMICIDIOS,domingo,MAÑANA,BAJO,0.9518779364923313,0.0,0.04812206350766839,0.9518779364923313,1.0
Comuna Corregimiento 3,HOMICIDIOS,domingo,TARDE,ALTO,0.4006759467277423,0.4006759467277423,0.35410450968491763,0.24521954358733994,0.0
Comuna Corregimiento 3,HOMICIDIOS,domingo,NOCHE,ALTO,0.41659351843478776,0.41659351843478776,0.3617664393500283,0.22164004221518374,0.0
Comuna Corregimiento 3,HURTOS,lunes,MADRUGADA,MEDIO,0.6739636249986148,0.04312881660451869,0.6739636249986148,0.28290755839686677,9.0
Comuna Corregimiento 3,HURTOS,lunes,MAÑANA,MEDIO,0.8586752066753668,0.0430029726492012,0.8586752066753668,0.09832182067543246,11.0
Comuna Corregimiento 3,HURTOS,lunes,TARDE,MEDIO,0.855254034770453,0.0343371010593033,0.855254034770453,0.110408864170244,10.0
Comuna Corregimiento 3,HURTOS,lunes,NOCHE,MEDIO,0.8458273361371633,0.02350419558736621,0.8458273361371633,0.13066846827547102,9.0
Comuna Corregimiento 3,HURTOS,martes,MADRUGADA,MEDIO,0.7596025823397159,0.028557102942247666,0.7596025823397159,0.21184031471803674,11.0
Comuna Corregimiento 3,HURTOS,martes,MAÑANA,MEDIO,0.8817647569847129,0.034762978394166255,0.8817647569847129,0.08347226462112121,8.0
Comuna Corregimiento 3,HURTOS,martes,TARDE,MEDIO,0.893109053086738,0.02133700306588081,0.893109053086738,0.08555394384738138,14.0
Comuna Corregimiento 3,HURTOS,martes,NOCHE,MEDIO,0.8887612953776393,0.01526075546326356,0.8887612953776393,0.09597794915909721,11.0
Comuna Corregimiento 3,HURTOS,miércoles,MADRUGADA,MEDIO,0.7173418572981984,0.02485155250082299,0.7173418572981984,0.25780659020097885,8.0
Comuna Corregimiento 3,HURTOS,miércoles,MAÑANA,MEDIO,0.8567401946146488,0.022069011163608057,0.8567401946146488,0.12119079422174338,7.0
Comuna Corregimiento 3,HURTOS,miércoles,TARDE,MEDIO,0.8484739704008828,0.027989254091676817,0.8484739704008828,0.12353677550744063,13.0
Comuna Corregimiento 3,HURTOS,miércoles,NOCHE,MEDIO,0.8497547202272738,0.011704762894461387,0.8497547202272738,0.13854051687826513,8.0
Comuna Corregimiento 3,HURTOS,jueves,MADRUGADA,MEDIO,0.6521237264575171,0.04924487357386442,0.6521237264575171,0.29863139996861887,6.0
Comuna Corregimiento 3,HURTOS,jueves,MAÑANA,MEDIO,0.8486981845771802,0.029241769823216236,0.8486981845771802,0.12206004559960394,15.0
Comuna Corregimiento 3,HURTOS,jueves,TARDE,MEDIO,0.8583964923479384,0.023680280417464915,0.8583964923479384,0.11792322723459675,12.0
Comuna Corregimiento 3,HURTOS,jueves,NOCHE,MEDIO,0.8063048766019503,0.033995238206120604,0.8063048766019503,0.15969988519192937,12.0
Comuna Corregimiento 3,HURTOS,viernes,MADRUGADA,MEDIO,0.6559653422829057,0.0499717490298671,0.6559653422829057,0.2940629086872274,6.0
Comuna Corregimiento 3,HURTOS,viernes,MAÑANA,MEDIO,0.7644774033661917,0.04111396416069333,0.7644774033661917,0.19440863247311516,17.0
Comuna Corregimiento 3,HURTOS,viernes,TARDE,MEDIO,0.7881567406420664,0.038658284562276414,0.7881567406420664,0.17318497479565728,13.0
Comuna Corregimiento 3,HURTOS,viernes,NOCHE,MEDIO,0.7822496403849871,0.02630032956485855,0.7822496403849871,0.1914500300501544,16.0
Comuna Corregimiento 3,HURTOS,sábado,MADRUGADA,MEDIO,0.6846912463225346,0.03159554650440798,0.6846912463225346,0.2837132071730574,14.0
Comuna Corregimiento 3,HURTOS,sábado,MAÑANA,MEDIO,0.7541531029552722,0.046433785122003995,0.7541531029552722,0.19941311192272387,14.0
Comuna Corregimiento 3,HURTOS,sábado,TARDE,MEDIO,0.7799494598524516,0.045126420053991464,0.7799494598524516,0.17492412009355707,12.0
Comuna Corregimiento 3,HURTOS,sábado,NOCHE,MEDIO,0.7799951923104784,0.03642332996693218,0.7799951923104784,0.18358147772258954,12.0
Comuna Corregimiento 3,HURTOS,domingo,MADRUGADA,MEDIO,0.6967588892005914,0.06997456244015642,0.6967588892005914,0.23326654835925242,7.0
Comuna Corregimiento 3,HURTOS,domingo,MAÑANA,MEDIO,0.8597395029727214,0.04435248942181857,0.8597395029727214,0.09590800760546023,17.0
Comuna Corregimiento 3,HURTOS,domingo,TARDE,MEDIO,0.8901957094008967,0.03822871329989581,0.8901957094008967,0.07157557729920766,15.0
Comuna Corregimiento 3,HURTOS,domingo,NOCHE,MEDIO,0.8125340749791807,0.06798876326549058,0.8125340749791807,0.11947716175532902,7.0
Comuna Corregimiento 3,LESIONES,lunes,MADRUGADA,BAJO,0.7801942290838171,0.011776866644510869,0.20802890427167217,0.7801942290838171,3.0
Comuna Corregimiento 3,LESIONES,lunes,MAÑANA,BAJO,0.6959118295545785,0.006666666411798372,0.297421504033623,0.6959118295545785,4.0
Comuna Corregimiento 3,LESIONES,lunes,TARDE,BAJO,0.5710154315710492,0.000809937852340037,0.42817463057661065,0.5710154315710492,12.0
Comuna Corregimiento 3,LESIONES,lunes,NOCHE,BAJO,0.6744900455673764,0.023484821684818268,0.30202513274780535,0.6744900455673764,5.0
Comuna Corregimiento 3,LESIONES,martes,MADRUGADA,BAJO,0.8421488649493136,0.0,0.15785113505068646,0.8421488649493136,4.0
